"company";"position";"level";"requirements";"salary1B2BMin";"salary1B2BMax";"salary1UoPMin";"salary1UoPMax";"salary1UZMin";"salary1UZMax";"salary1UoDMin";"salary1UoDMax";"salary2B2BMin";"salary2B2BMax";"salary2UoPMin";"salary2UoPMax";"salary2UZMin";"salary2UZMax";"salary2UoDMin";"salary2UoDMax";"salary3B2BMin";"salary3B2BMax";"salary3UZMin";"salary3UZMax";"url"
"Link Group";"Marketing";"Mid";"Adobe Analytics|Web Analysis|Adobe Campaign|Adobe Experience Cloud";20160;26880;NA;NA;NA;NA;NA;NA;19200;25600;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/web-analyst-adobe-analytics-link-group-remote-q2xeceng"
"Devire";"Backend";"Mid";".NET|REST|Azure|git|CQRS|English";16800;20160;NA;NA;NA;NA;NA;NA;16000;19200;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/remote-net-developer-devire-agysnlt2"
"FIS Techlology Services (Poland) Sp. z o.o.";"Product Management";"Mid";"Prior banking or finance related experiences|Team player|English|Critical thinking|Communication skills|Problem solving|Proactivity|Strong analytical skills|Organizational and time management skills";NA;NA;6000;9000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/product-support-representative-fis-techlology-services-poland-warsaw-fu0hemh5"
"Codelab";"Testing";"Mid";"Creating manual and automated test cases|Software testing|Automotive testing|Python|Communication skills|English";11000;16000;NA;NA;NA;NA;NA;NA;NA;NA;9000;14000;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/automotive-test-engineer-codelab-remote-w2adegsf"
"Smartpatient";"Mobile";"Mid";"English|Polish|android|Scrum|Kotlin|RxJava|Java|SQLite|MVVM|Ownership|Team player";20000;24100;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/mid-android-developer-smartpatient-remote-g8qul0dg"
"Gigaset";"DevOps";"Mid";"Linux|Docker|Kubernetes|PostgreSQL|MySQL|Redis|English|Team player|Communication skills";12000;18000;NA;NA;NA;NA;NA;NA;NA;NA;10000;15000;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/devops-engineer-gigaset-remote-hjzvizz7"
"Precisely";"DevOps";"Senior";"Ansible|AWS|Terraform|Linux|Java|English";22000;24000;NA;NA;NA;NA;NA;NA;NA;NA;19000;21000;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/senior-devops-engineer-precisely-remote-qut1hwjd"
"Calamari";"Mobile";"Senior";"ios|Git|REST|Swift|Xcode|MVVM|RxSwift|Communication skills|Problem solving|Swift Package Manager|Core Data|Alamofire";18000;25000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/senior-ios-developer-calamari-remote-ojrpqnff"
"Britenet";"Business Analyst";"Mid";"BPMN|UML|SQL|Communication skills|Problem solving|Business analysis|System analysis|Enterprise architect|Oracle Database|English language";17000;21000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/system-analyst-britenet-warszawa-df0sz2nf"
"Devire";"IT Administrator";"Mid";"English|SCCM|MECM|Intune|AdminStudio|InstallShield|PowerShell|Active Directory|MS Office";NA;NA;16000;22000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/application-mgmt-deployment-engineer-devire-warszawa-jaoejq5s"
"Acaisoft Poland sp. z o.o";"Inne";"Mid";"At least 2 years as a Technical Writer|Experience in working with Engineering team|English (C1+)|Ability to clearly describe complex technical topic|Experience as a Editor and Coach";11000;22000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/remote-mid-senior-technical-writer-acaisoft-poland-o3m4740d"
"Box Inc.";"Fullstack";"Senior";"Java|English";NA;NA;20000;25000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/senior-fullstack-developer-box-warszawa-4qx5g0yx"
"Semihalf";"Embedded";"Senior";"C++|Computer Architecture|Git|Debbuging|OS fundamentals";15000;21000;NA;NA;NA;NA;NA;NA;NA;NA;15000;21000;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/c-engineer-semihalf-krakow-alzejhmn"
"MindMade Sp. z o.o.";"Embedded";"Mid";"C++|C|Linux|Python|Yocto";12000;20000;NA;NA;NA;NA;NA;NA;NA;NA;10000;16500;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/c-embedded-linux-developer-mindmade-warszawa-5gqus7aa"
"Citi Service Center";"Fullstack";"Mid";"JavaScript|Java|HTML5|CSS|Angular|English";NA;NA;10000;20000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/full-stack-developer-java-angular-citi-service-center-warszawa-kms2wfmw"
"Nethansa Sp. zo.o.";"IT Administrator";"Mid";"Linux|Ansible|Bash|Python";8000;12000;NA;NA;NA;NA;NA;NA;NA;NA;6500;10000;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/linux-administrator-nethansa-remote-pt7wwudn"
"GlobalLogic";"Embedded";"Junior";"C++|Linux|Communication skills|English|Problem solving|Proactivity";NA;NA;5000;8000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/junior-c-developer-automotive-globallogic-szczecin-cpjjgyy6"
"StreamElements";"Fullstack";"Expert";"English|Communication skills|React|Leadership skills|Node|typescript|GCP|AWS|Agile|7+ years of experience in application design and dev|3 years of experience in leading a team of 3+ engineers|Developed complicated high-quality software|Processes, requirements, and deadlines understanding|Time management|Ability to work in a multi-technology environment|Learning new technologies";NA;NA;38256;53559;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/engineering-team-lead-remote-streamelements-c1uujz4j"
"Tigura";"DevOps";"Senior";"AWS|CDK|Terraform|Cloudwatch|Datadog|Docker|CI/CD|SRE Practises";38000;40000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/senior-devops-engineer-aws-tigura-remote-s3xo9iaj"
"Codeshine";"Backend";"Mid";"ruby on rails|PostgreSQL|SQL|mysql|Git";12000;16000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/remote-ruby-on-rails-developer-codeshine-s9wch5go"
"Apzumi";"Backend";"Mid";"Java|Spring|Git|Problem solving|Proactivity";10000;16000;NA;NA;NA;NA;NA;NA;NA;NA;8300;13300;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/java-developer-apzumi-remote-vfi1npua"
"Codete";"Backend";"Mid";"ruby on rails|English";20000;23000;NA;NA;NA;NA;NA;NA;NA;NA;16500;23000;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/mid-senior-software-developer-ror-codete-remote-wqkocnbi"
"C&F";"Big Data";"Mid";"SQL|ETL|Proactivity|English";12000;18000;NA;NA;NA;NA;NA;NA;NA;NA;10000;15000;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/data-engineer-c-f-remote-oyhgffgb"
"Harvey Nash Technology";"Backend";"Mid";".NET|SQL|Azure Devops|Git|.Net Core|English";13000;18000;NA;NA;NA;NA;NA;NA;NA;NA;13000;18000;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/qa-automation-engineer-100-remote-harvey-nash-technology-b17k5wls"
"Beesafe Sp. z o.o.";"Big Data";"Mid";"Python|SQL|ETL/ELT|Cloud|Big Data Tools|Problem solving|Team player";15000;21000;NA;NA;NA;NA;NA;NA;NA;NA;14000;19000;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/data-engineer-beesafe-remote-y103cq4f"
"Aviva Services";"Security";"Mid";"SIEM|EDR|SOAR|Security|English|NIDS|VMS";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/soc-senior-security-analyst-asec-aviva-services-remote-gprgsbhh"
"Sii Polska";"Testing";"Mid";"SQL|ETL";7350;11550;NA;NA;NA;NA;NA;NA;7000;11000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/tester-manualny-sql-i-etl-sii-polska-remote-yightnet"
"N-iX";"Fullstack";"Mid";".NET|JavaScript|Angular|React";19210;24759;NA;NA;NA;NA;NA;NA;NA;NA;16093;21429;NA;NA;NA;NA;20029;25815;NA;NA;"https://nofluffjobs.com/pl/job/remote-middle-net-engineer-n-ix-gaykgt6u"
"lemon.io";"Fullstack";"Senior";"JavaScript|Core|DOM APIs|Node|Node.js|Angular|React|ruby|Python|React Native|CI|Solid|GOF|English";NA;NA;NA;NA;NA;NA;25613;42689;NA;NA;NA;NA;NA;NA;26705;44509;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/senior-javascript-developer-lemon-io-remote-oesh9inc"
"Kingit";"Backend";"Junior";".NET|C#|ASP.NET|.Net Core|Relacyjne bazy danych";7000;10000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/junior-net-developer-kingit-remote-r6ssldms"
"HRose";"Backend";"Trainee";"sql|T-SQL|MS SQL|Proactivity|Team player";NA;NA;5000;6500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/junior-sql-developer-hrose-lodz-xqmkleqg"
"AXA Avanssur SA Spółka Akcyjna Oddział II w Polsce";"Testing";"Trainee";"Selenium|Polish|English|C#|test case";NA;NA;NA;NA;3360;4200;NA;NA;NA;NA;NA;NA;3200;4000;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/trainee-test-automation-engineer-axa-avanssurspolka-akcyjna-oddzial-ii-w-polsce-remote-dwhu4qof"
"Datalizard Polska Sp. z o.o.";"Backend";"Junior";"Java|Spring Boot|Polish|English Communicative";NA;NA;5000;8000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/junior-java-backend-developer-datalizard-polska-wroclaw-52fr0ccx"
"HRose";"Backend";"Trainee";"sql";NA;NA;4500;6500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/trainee-sql-developer-hrose-lodz-hnr5qv4y"
"SoftwareONE Polska Sp. z o.o.";"Inne";"Junior";"English|Polish|Problem solving|sql|java|HANA|oracle";6700;8000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/sap-associate-consultant-softwareone-polska-warszawa-6fub4g2p"
"Link Group";"Business Analyst";"Junior";"English|Communication skills|Project management|Business analysis|Team player|Proactivity";NA;NA;6000;10000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/junior-business-analyst-link-group-lodz-pwsljrcj"
"HRose";"Backend";"Trainee";".NET|C#|Polish";NA;NA;4500;6500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/trainee-net-developer-hrose-lodz-phg7flxa"
"AXA Avanssur SA Spółka Akcyjna Oddział II w Polsce";"Fullstack";"Trainee";".NET|MVC|MS SQL|English|Polish|Visual Studio|Proactivity";NA;NA;NA;NA;3360;4200;NA;NA;NA;NA;NA;NA;3200;4000;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/trainee-net-developer-axa-avanssurspolka-akcyjna-oddzial-ii-w-polsce-remote-ov8l2xbq"
"Tutore";"Frontend";"Mid";"Proactivity|JavaScript|Team player|SQL|English B2|HTML|Vue.js i/lub React|REST";8500;17000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/remote-mid-senior-frontend-developer-tutore-jgwsn41v"
"Unity Group";"Backend";"Junior";"Java|REST|Soap|Git|Maven|SQL|English";6720;11760;NA;NA;NA;NA;NA;NA;NA;NA;5000;8300;NA;NA;NA;NA;6400;11200;NA;NA;"https://nofluffjobs.com/pl/job/junior-java-software-integration-engineer-unity-group-remote-jjuaiuav"
"House of Angular";"Frontend";"Junior";"Angular|JavaScript|TypeScript|RxJS|CSS|HTML|English";NA;NA;NA;NA;5000;10000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/junior-angular-developer-house-of-angular-remote-0ahu1gsk"
"Astarium Sp z o.o.";"Backend";"Junior";"ruby on rails|Polish|ruby|Git";4000;6000;NA;NA;NA;NA;NA;NA;NA;NA;4000;6000;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/junior-ruby-developer-astarium-warszawa-gv7bbyni"
"Agencja Interaktywna ADream";"Frontend";"Junior";"React|Gatsby|JavaScript|CSS|HTML|Git|webpack|Sass|gulp|grunt|jQuery|adobe photoshop|adobe XD|Figma|sketch|graphQL";4000;5000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/junior-react-developer-agencja-interaktywna-adream-krakow-nspjpu6u"
"Consult Red";"Testing";"Junior";"At least 1 year work experience in software testing|Knowledge of ISTQB Foundation Level or equivalent|Familiar with Linux, JIRA|Familiar with Agile & SDLC processes|Analytical thinking|Problem solving skills";9000;13000;NA;NA;NA;NA;NA;NA;NA;NA;8000;12000;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/junior-qa-engineer-consult-red-wroclaw-gyxstdxd"
"HRose";"Backend";"Junior";"C#|.NET|SQL|Polish|Communication skills|MS SQL";NA;NA;5500;8500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/junior-c-developer-hrose-lodz-jkyjrs3f"
"Antal Poland";"Embedded";"Junior";"C++|Linux|Team player|English|Polish|Communication skills";NA;NA;4500;8000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/junior-application-engineer-inzynier-wsparcia-antal-poland-krakow-g6dpigih"
"VISA";"Mobile";"Senior";"Kotlin|Java|Git|English|Communication skills";NA;NA;19000;28000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/staff-software-engineer-kotlin-java-visa-poznan-hwaiffvc"
"Link Group";"Big Data";"Mid";"Python|Java|Docker|Kubernetes|Airflow|SQL|NOSQL";17000;25000;NA;NA;NA;NA;NA;NA;NA;NA;15000;23000;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/data-engineer-link-group-warszawa-hdduw1hb"
"The WorkinGroup";"Inne";"Mid";"Team player|English|Polish|SQL|SSIS|X++|C#|.net";21000;25200;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/remote-d365-fo-consultant-the-workingroup-sp6dndlk"
"VISA";"Backend";"Mid";"Java|Spring|REST|English|Communication skills";NA;NA;12500;19000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/senior-software-engineer-backend-visa-poznan-bhopraf5"
"Murka Games";"Gaming";"Senior";"game designer|game balancing|UI/UX|knowledge of game mechanics,|English|MS Excel";16000;24000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/senior-game-designer-at-scatter-slots-murka-games-warsaw-5tyl6kng"
"Recruitee";"Frontend";"Mid";"React|TypeScript|Git|Communication skills|Problem solving|Team player|Polish|English";13000;25000;NA;NA;NA;NA;NA;NA;NA;NA;10800;20750;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/frontend-developer-with-react-recruitee-remote-8y3zcx5h"
"AVENGA";"DevOps";"Senior";"Linux|Jenkins|Shell|Python|Git|CI/CD";25200;28560;NA;NA;NA;NA;NA;NA;24000;27200;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/devops-ci-cd-engineer-avenga-remote-08nc5a9o"
"Better Soft Services";"Backend";"Mid";".NET|English|Entity Framework|C#|MS SQL";13000;20000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/remote-net-developer-better-soft-services-2vuoeg0r"
"Hays Poland";"Frontend";"Mid";"JavaScript|vue.js|TypeScript|English";NA;NA;15000;20000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/javascript-developer-vue-hays-poland-remote-yxbmpl3b"
"Poznań Supercomputing and Networking Center";"Backend";"Mid";"Java|English|REST|JUnit";NA;NA;9000;17000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/java-developer-poznan-supercomputing-and-networking-center-poznan-lvhfkok5"
"Devire";"AI";"Senior";"Scala|Spark|docker|Kubernetes";25000;28000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/scala-data-engineer-devire-remote-tnnd3ba1"
"VISA";"Mobile";"Mid";"Java|Kotlin|Git|English|Communication skills";NA;NA;12500;19000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/senior-software-engineer-kotlin-java-visa-poznan-d8emreiw"
"Prima";"Backend";"Mid";"rust|English";NA;NA;21041;42082;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/rust-developer-prima-remote-uyhnnvi7"
"Synerise";"Frontend";"Senior";"React|JavaScript|TypeScript|CSS|HTML|English|Communication skills|Critical thinking|Problem solving";20000;30000;NA;NA;NA;NA;NA;NA;NA;NA;16000;24000;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/senior-frontend-developer-synerise-remote-xuvj6bks"
"No Fluff Jobs";"Sales";"Junior";"Sales experience|B2B sales|English B2|Team player|Communication skills|Building relationships";NA;NA;4000;6630;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/junior-sales-specialist-no-fluff-jobs-gdynia-qes9e2kg"
"ProData Consult";"Backend";"Senior";"More than 5 years of experience with Salesforce|Apex|Copado|SFDX|Git|Jira|Good English skills";28560;35280;NA;NA;NA;NA;NA;NA;27200;33600;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/senior-apex-salesforce-developer-prodata-consult-remote-bipi3a2a"
"AVENGA";"DevOps";"Senior";"AWS|Terraform";25200;30240;NA;NA;NA;NA;NA;NA;24000;28800;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/remote-aws-engineer-avenga-oqbbpkdf"
"Crestt";"Testing";"Mid";"Java|Appium|Selenium|SCRUM";16800;25200;NA;NA;NA;NA;NA;NA;NA;NA;14000;20000;NA;NA;NA;NA;16000;24000;NA;NA;"https://nofluffjobs.com/pl/job/test-automation-engineer-crestt-remote-gryiwnqa"
"Beetroot";"Mobile";"Mid";"android|Kotlin|Java";14941;25613;NA;NA;NA;NA;NA;NA;15578;26705;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/android-developer-beetroot-remote-mfabarsn"
"Orange Polska";"Backend";"Mid";"Java|python|scala|English|Elasticsearch|hadoop|spark|hive";NA;NA;9000;18000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/backend-developer-orange-polska-warszawa-9wdw5bby"
"ERGO Technology & Services";"DevOps";"Mid";"AWS|Ansible|Python|CloudFormation|CI/CD|Github|Gitlab|Docker|Kubernetes|English";NA;NA;14000;18000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/cloud-app-engineer-ciam-ergo-technology-services-remote-aciflpjr"
"AVENGA";"Embedded";"Senior";"C++|English|Python|Machine Learning|ASPICE/SOTIF (basic)|Doors/Polarion";28560;30240;NA;NA;NA;NA;NA;NA;27200;28800;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/senior-c-developer-avenga-remote-aroakxyy"
"Sofomo";"Backend";"Mid";".NET|Problem solving|Proactivity|English|C#";16000;21000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/net-developer-remote-wroclaw-sofomo-nfwhczej"
"Guidewire Software";"Backend";"Mid";"Java|Spring|Hibernate|Git|English|Polish|Team player|Communication skills|Problem solving|Proactivity|Critical thinking";NA;NA;15000;22000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/software-engineer-java-remote-guidewire-software-lgv622cd"
"SoftServe";"Big Data";"Mid";"English|Python|GCP|SQL|NoSQL";16500;24000;NA;NA;NA;NA;NA;NA;NA;NA;15000;21000;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/big-data-engineer-python-gcp-softserve-remote-ckadyngk"
"Guidewire Software";"Backend";"Senior";"Java|Git|Jenkins|Team player|Communication skills|English|Proactivity|Problem solving|Critical thinking|AWS";NA;NA;19000;29000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/senior-software-engineer-java-remote-guidewire-software-y0rdgvot"
"Apptension Sp. z o.o.";"Backend";"Mid";"Python|Django|Django REST Framework|Git|Docker|aws|Flask|Celery|CI/CD|English|Team player";11000;17000;NA;NA;NA;NA;NA;NA;NA;NA;9150;14100;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/backend-developer-apptension-remote-alsb6oaf"
"AVENGA";"Backend";"Mid";"Java|Spring|Spring Boot|Maven|gradle|AWS|Jenkins|jira|web services|English|Polish|Communication skills";21840;30240;NA;NA;NA;NA;NA;NA;20800;28800;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/java-developer-100-remote-avenga-mn3auwrr"
"Capgemini";"DevOps";"Senior";"English|CI/CD|Cloud";NA;NA;15000;22000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/expert-devops-engineer-capgemini-wroclaw-f6ajs0cd"
"Omada Poland";"Product Management";"Senior";"Product management|Backlog management|Product vision|Defining business requirements|SaaS services|Communication skills|Critical thinking|Problem solving|English";NA;NA;25000;31000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/product-owner-for-platform-team-omada-poland-warszawa-rsagdhpp"
"Sombra";"Mobile";"Mid";"ios|Swift|Communication skills|English|Git";9391;18783;NA;NA;NA;NA;NA;NA;NA;NA;9391;18783;NA;NA;NA;NA;9792;19584;NA;NA;"https://nofluffjobs.com/pl/job/middle-ios-engineer-sombra-remote-tflutgmw"
"Orange Polska";"Big Data";"Mid";"Python|Java|scala|hadoop|Spark|elasticsearch|English|Team player";NA;NA;9000;18000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/data-engineer-orange-polska-warszawa-jkpwpgta"
"Appliscale";"Gaming";"Senior";"C++|English";19000;29000;NA;NA;NA;NA;NA;NA;NA;NA;16000;24500;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/c-developer-appliscale-remote-xa7fok53"
"Genie";"Backend";"Mid";"Python|PostgreSQL|Communication skills|Critical thinking|Team player";15000;26666;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/software-developer-genie-remote-a6vncil2"
"Decerto Sp. z o.o.";"Backend";"Senior";"Java";23520;31920;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/senior-backend-developer-decerto-remote-9oktjxlp"
"eSky Group";"Backend";"Mid";"PHP|Symfony|REST";16000;24000;NA;NA;NA;NA;NA;NA;NA;NA;20000;30000;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/php-developer-esky-group-remote-byqx9qfs"
"Devire";"Mobile";"Senior";"android|Kotlin|Java|English";26880;36960;NA;NA;NA;NA;NA;NA;NA;NA;25000;33000;NA;NA;NA;NA;25600;35200;NA;NA;"https://nofluffjobs.com/pl/job/senior-android-developer-devire-remote-ikuevnim"
"Orange Polska";"Big Data";"Mid";"Python|Java|scala|English|Team player";NA;NA;9000;18000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/machine-learning-engineer-orange-polska-warszawa-kleuzblw"
"Orange Polska";"Big Data";"Mid";"Java|Python|scala|Spark|hdfs|jupyter|English|Team player";NA;NA;9000;18000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/data-scientist-orange-polska-warszawa-alertfbz"
"Sigma IT Poland";"Backend";"Mid";".NET|microservices|Git|MS Visual Studio|MS Code|DBMS|Rest API|Unit Testing";17500;23000;NA;NA;NA;NA;NA;NA;NA;NA;15000;19000;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/net-aws-developer-sigma-it-poland-remote-loipwnl0"
"Spyrosoft";"Testing";"Mid";"JavaScript|Cypress|English";11760;22680;NA;NA;NA;NA;NA;NA;NA;NA;8600;16650;NA;NA;NA;NA;11200;21600;NA;NA;"https://nofluffjobs.com/pl/job/test-automation-engineer-cypress-js-spyrosoft-remote-tk9q4scb"
